,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date
2494,2494,a630,b2355,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
2495,2495,a630,b2541,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,the fate of the furious: the album,various artists,Apr 14 2017
2496,2496,a630,b2574,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
2497,2497,a630,b2652,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
2498,2498,a630,b2892,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,punk goes pop vol. 7,various artists,Jul 14 2017
2499,2499,a630,b301,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
2500,2500,a630,b3178,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,quality control: control the streets volume 1,various artists,Dec 8 2017
2501,2501,a630,b320,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,i'll be home for christmas,various artists,Nov 24 2014
2502,2502,a630,b321,pop makossa: invasive dance beat of cameroon,various artists,Jun 16 2017,shady xv,various artists,Nov 24 2014
2503,2503,a632,b2812,best of crime rock,chain & the gang,Jun 16 2017,abysmal thoughts,the drums,Jun 16 2017
2504,2504,a632,b2817,best of crime rock,chain & the gang,Jun 16 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
2505,2505,a632,b2822,best of crime rock,chain & the gang,Jun 16 2017,woodstock,portugal. the man,Jun 16 2017
2506,2506,a632,b2823,best of crime rock,chain & the gang,Jun 16 2017,rich forever 3,"rich the kid, famous dex and jay critch",Jun 16 2017
2507,2507,a636,b2817,spooky action,jason loewenstein,Jun 16 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
2508,2508,a637,b2800,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,more fast songs about the apocalypse,moby and the void pacific choir,Jun 12 2017
2509,2509,a637,b2812,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,abysmal thoughts,the drums,Jun 16 2017
2510,2510,a637,b2817,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,the nashville sound,jason isbell and the 400 unit,Jun 16 2017
2511,2511,a637,b2819,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,songs from the novel 'greatest hits',kathryn williams,Jun 16 2017
2512,2512,a637,b2822,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,woodstock,portugal. the man,Jun 16 2017
2513,2513,a637,b2823,more fast songs about the apocalypse,moby & the void pacific choir,Jun 16 2017,rich forever 3,"rich the kid, famous dex and jay critch",Jun 16 2017
2514,2514,a640,b2785,cigarettes after sex,cigarettes after sex,Jun 9 2017,cigarettes after sex,cigarettes after sex,Jun 9 2017
2515,2515,a641,b2792,truth is a beautiful thing,london grammar,Jun 9 2017,truth is a beautiful thing,london grammar,Jun 9 2017
2516,2516,a642,b2793,ti amo,phoenix,Jun 9 2017,ti amo,phoenix,Jun 9 2017
2517,2517,a643,b2784,chuck,chuck berry,Jun 9 2017,chuck,chuck berry,Jun 9 2017
2518,2518,a645,b2791,lindsey buckingham/christine mcvie,lindsey buckingham,Jun 9 2017,lindsey buckingham/christine mcvie,lindsey buckingham and christine mcvie,Jun 9 2017
2519,2519,a646,b2798,planetarium,sufjan stevens,Jun 9 2017,planetarium,"sufjan stevens, bryce dessner, nico muhly, james mcalister",Jun 9 2017
2520,2520,a646,b509,planetarium,sufjan stevens,Jun 9 2017,carrie & lowell,sufjan stevens,Mar 31 2015
2521,2521,a647,b2789,witness,katy perry,Jun 9 2017,witness,katy perry,Jun 9 2017
2522,2522,a648,b2777,the optimist,anathema,Jun 9 2017,the optimist,anathema,Jun 9 2017
2523,2523,a65,b3145,(it was) because i was in love [deluxe reissue],sharon van etten,Nov 17 2017,i fall in love too easily,katharine mcphee,Nov 17 2017
2524,2524,a65,b3147,(it was) because i was in love [deluxe reissue],sharon van etten,Nov 17 2017,if all i was was black,mavis staples,Nov 17 2017
2525,2525,a650,b2795,wolves,rise against,Jun 9 2017,wolves,rise against,Jun 9 2017
2526,2526,a650,b38,wolves,rise against,Jun 9 2017,the black market,rise against,Jul 15 2014
2527,2527,a651,b2786,adiós,glen campbell,Jun 9 2017,adiós,glen campbell,Jun 9 2017
2528,2528,a653,b2799,ctrl,sza,Jun 9 2017,ctrl,sza,Jun 9 2017
2529,2529,a654,b254,trouble maker,rancid,Jun 9 2017,honor is all we know,rancid,Oct 27 2014
2530,2530,a654,b2794,trouble maker,rancid,Jun 9 2017,trouble maker,rancid,Jun 9 2017
2531,2531,a655,b2787,revolution come... revolution go,gov't mule,Jun 9 2017,revolution come...revolution go,gov't mule,Jun 9 2017
2532,2532,a656,b2778,binary,ani difranco,Jun 9 2017,binary,ani difranco,Jun 9 2017
2533,2533,a659,b2797,...of the dark light,suffocation,Jun 9 2017,...of the dark light,suffocation,Jun 9 2017
2534,2534,a66,b161,blue lips,tove lo,Nov 17 2017,queen of the clouds,tove lo,Sep 24 2014
2535,2535,a66,b1902,blue lips,tove lo,Nov 17 2017,lady wood,tove lo,Oct 28 2016
2536,2536,a66,b3153,blue lips,tove lo,Nov 17 2017,blue lips,tove lo,Nov 17 2017
2537,2537,a662,b148,relaxer,alt-j,Jun 2 2017,this is all yours,alt-j,Sep 22 2014
2538,2538,a662,b2746,relaxer,alt-j,Jun 2 2017,relaxer,alt-j,Jun 2 2017
2539,2539,a663,b2753,dua lipa,dua lipa,Jun 2 2017,dua lipa,dua lipa,Jun 2 2017
2540,2540,a664,b2744,is this the life we really want?,roger waters,Jun 2 2017,we the people,adrenaline mob,Jun 2 2017
2541,2541,a664,b2754,is this the life we really want?,roger waters,Jun 2 2017,life is good,flogging molly,Jun 2 2017
2542,2542,a664,b2763,is this the life we really want?,roger waters,Jun 2 2017,is this the life we really want?,roger waters,Jun 2 2017
2543,2543,a666,b2751,waiting on a song,dan auerbach,Jun 2 2017,waiting on a song,dan auerbach,Jun 2 2017
2544,2544,a667,b2764,home counties,saint etienne,Jun 2 2017,home counties,saint etienne,Jun 2 2017
2545,2545,a67,b31,low in high school,morrissey,Nov 17 2017,world peace is none of your business,morrissey,Jul 14 2014
2546,2546,a67,b3148,low in high school,morrissey,Nov 17 2017,low in high school,morrissey,Nov 17 2017
2547,2547,a675,b2756,the age of anxiety,pixx,Jun 2 2017,return of the don,kool g rap,Jun 2 2017
2548,2548,a675,b2759,the age of anxiety,pixx,Jun 2 2017,the transition of mali,mali music,Jun 2 2017
2549,2549,a676,b2749,gone now,bleachers,Jun 2 2017,gone now,bleachers,Jun 2 2017
2550,2550,a676,b34,gone now,bleachers,Jun 2 2017,strange desire,bleachers,Jul 15 2014
2551,2551,a677,b2789,witness,benjamin booker,Jun 2 2017,witness,katy perry,Jun 9 2017
2552,2552,a678,b2747,city of no reply,amber coffman,Jun 2 2017,city of no reply,amber coffman,Jun 2 2017
2553,2553,a68,b3146,wizard bloody wizard,electric wizard,Nov 17 2017,polygondwanaland,king gizzard & the lizard wizard,Nov 17 2017
2554,2554,a682,b129,the joshua tree [30th anniversary super deluxe edition],u2,Jun 2 2017,songs of innocence,u2,Sep 9 2014
2555,2555,a682,b3171,the joshua tree [30th anniversary super deluxe edition],u2,Jun 2 2017,songs of experience,u2,Dec 1 2017
2556,2556,a683,b2755,hopeless fountain kingdom,halsey,Jun 2 2017,hopeless fountain kingdom,halsey,Jun 2 2017
2557,2557,a683,b808,hopeless fountain kingdom,halsey,Jun 2 2017,badlands,halsey,Aug 28 2015
2558,2558,a684,b748,to syria with love,omar souleyman,Jun 2 2017,bahdeni nami,omar souleyman,Jul 28 2015
2559,2559,a685,b2623,towards language,arve henriksen,Jun 2 2017,towards language,arve henriksen,May 5 2017
2560,2560,a686,b2756,the fifth state of consciousness,peaking lights,Jun 2 2017,return of the don,kool g rap,Jun 2 2017
2561,2561,a686,b2759,the fifth state of consciousness,peaking lights,Jun 2 2017,the transition of mali,mali music,Jun 2 2017
2562,2562,a687,b2745,last young renegade,all time low,Jun 2 2017,last young renegade,all time low,Jun 2 2017
2563,2563,a687,b512,last young renegade,all time low,Jun 2 2017,future hearts,all time low,Apr 3 2015
2564,2564,a688,b2743,two parts viper,'68,Jun 2 2017,two parts viper,'68,Jun 2 2017
2565,2565,a689,b2754,life is good,flogging molly,Jun 2 2017,life is good,flogging molly,Jun 2 2017
2566,2566,a689,b2763,life is good,flogging molly,Jun 2 2017,is this the life we really want?,roger waters,Jun 2 2017
2567,2567,a69,b1216,if all i was was black,mavis staples,Nov 17 2017,livin' on a high note,mavis staples,Feb 19 2016
2568,2568,a69,b3147,if all i was was black,mavis staples,Nov 17 2017,if all i was was black,mavis staples,Nov 17 2017
2569,2569,a692,b2756,journey to the mountain of forever,binker & moses,Jun 2 2017,return of the don,kool g rap,Jun 2 2017
2570,2570,a692,b2759,journey to the mountain of forever,binker & moses,Jun 2 2017,the transition of mali,mali music,Jun 2 2017
2571,2571,a694,b2725,different days,the charlatans uk,May 26 2017,different days,the charlatans,May 26 2017
2572,2572,a694,b2731,different days,the charlatans uk,May 26 2017,pain,the letter black,May 26 2017
2573,2573,a694,b2738,different days,the charlatans uk,May 26 2017,the songs and poems of molly drake,the unthanks,May 26 2017
2574,2574,a696,b2725,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,different days,the charlatans,May 26 2017
2575,2575,a696,b2731,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,pain,the letter black,May 26 2017
2576,2576,a696,b2738,diversions vol. 4: the songs and poems of molly drake,the unthanks,May 26 2017,the songs and poems of molly drake,the unthanks,May 26 2017
2577,2577,a697,b2725,the amazons,the amazons,May 26 2017,different days,the charlatans,May 26 2017
2578,2578,a697,b2731,the amazons,the amazons,May 26 2017,pain,the letter black,May 26 2017
2579,2579,a697,b2738,the amazons,the amazons,May 26 2017,the songs and poems of molly drake,the unthanks,May 26 2017
2580,2580,a698,b2725,a  world of masks,the heliocentrics,May 26 2017,different days,the charlatans,May 26 2017
2581,2581,a698,b2731,a  world of masks,the heliocentrics,May 26 2017,pain,the letter black,May 26 2017
2582,2582,a698,b2738,a  world of masks,the heliocentrics,May 26 2017,the songs and poems of molly drake,the unthanks,May 26 2017
2583,2583,a70,b3146,soul of a woman,sharon jones & the dap-kings,Nov 17 2017,polygondwanaland,king gizzard & the lizard wizard,Nov 17 2017
2584,2584,a700,b2725,sgt. pepper's lonely hearts club band [50th anniversary edition deluxe version],the beatles,May 26 2017,different days,the charlatans,May 26 2017
2585,2585,a700,b2731,sgt. pepper's lonely hearts club band [50th anniversary edition deluxe version],the beatles,May 26 2017,pain,the letter black,May 26 2017
2586,2586,a700,b2738,sgt. pepper's lonely hearts club band [50th anniversary edition deluxe version],the beatles,May 26 2017,the songs and poems of molly drake,the unthanks,May 26 2017
2587,2587,a701,b1042,black laden crown,danzig,May 26 2017,skeletons,danzig,Nov 27 2015
2588,2588,a701,b2726,black laden crown,danzig,May 26 2017,black laden crown,danzig,May 26 2017
2589,2589,a703,b2732,teenage emotions,lil yachty,May 26 2017,teenage emotions,lil yachty,May 26 2017
2590,2590,a704,b1589,droptopwop [mixtape],gucci mane,May 26 2017,everybody looking,gucci mane,Jul 22 2016
2591,2591,a704,b2729,droptopwop [mixtape],gucci mane,May 26 2017,droptopwop,gucci mane,May 26 2017
2592,2592,a704,b3067,droptopwop [mixtape],gucci mane,May 26 2017,mr. davis,gucci mane,Oct 13 2017
2593,2593,a704,b3187,droptopwop [mixtape],gucci mane,May 26 2017,el gato: the human glacier,gucci mane,Dec 22 2017
2594,2594,a705,b2723,true to self,bryson tiller,May 26 2017,true to self,bryson tiller,May 26 2017
2595,2595,a705,b906,true to self,bryson tiller,May 26 2017,t r a p s o u l,bryson tiller,Oct 2 2015
2596,2596,a708,b1141,small town [live],bill frisell,May 26 2017,when you wish upon a star,bill frisell,Jan 29 2016
2597,2597,a709,b2695,world be gone,erasure,May 19 2017,world be gone,erasure,May 19 2017
2598,2598,a711,b1752,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,trolls: original motion picture soundtrack,various artists,Sep 23 2016
2599,2599,a711,b1953,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,christmas queens 2,various artists,Nov 11 2016
2600,2600,a711,b2003,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,the hamilton mixtape,various artists,Dec 2 2016
2601,2601,a711,b2108,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,"she rocks, vol. 1",various artists,Jan 20 2017
2602,2602,a711,b2205,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
2603,2603,a711,b2355,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
2604,2604,a711,b2541,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,the fate of the furious: the album,various artists,Apr 14 2017
2605,2605,a711,b2574,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
2606,2606,a711,b2652,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
2607,2607,a711,b2892,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,punk goes pop vol. 7,various artists,Jul 14 2017
2608,2608,a711,b301,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
2609,2609,a711,b3178,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,quality control: control the streets volume 1,various artists,Dec 8 2017
2610,2610,a711,b320,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,i'll be home for christmas,various artists,Nov 24 2014
2611,2611,a711,b321,singles [original motion picture soundtrack] [deluxe edition],various artists,May 19 2017,shady xv,various artists,Nov 24 2014
2612,2612,a712,b2699,modern kosmology,jane weaver,May 19 2017,modern kosmology,jane weaver,May 19 2017
2613,2613,a713,b2691,goths,the mountain goats,May 19 2017,in the rude!,the basics,May 19 2017
2614,2614,a713,b2696,goths,the mountain goats,May 19 2017,the king & i,faith evans and the notorious b.i.g.,May 19 2017
2615,2615,a713,b2698,goths,the mountain goats,May 19 2017,bodyguard,the i.l.y's,May 19 2017
2616,2616,a713,b2701,goths,the mountain goats,May 19 2017,you,the kolors,May 19 2017
2617,2617,a713,b2702,goths,the mountain goats,May 19 2017,the best of... so far,the kooks,May 19 2017
2618,2618,a713,b2706,goths,the mountain goats,May 19 2017,goths,the mountain goats,May 19 2017
2619,2619,a713,b2707,goths,the mountain goats,May 19 2017,amber galactic,the night flight orchestra,May 19 2017
2620,2620,a713,b2713,goths,the mountain goats,May 19 2017,in a world of fear,scale the summit,May 19 2017
2621,2621,a713,b2715,goths,the mountain goats,May 19 2017,renaissance,the underachievers,May 19 2017
2622,2622,a713,b513,goths,the mountain goats,May 19 2017,beat the champ,the mountain goats,Apr 3 2015
2623,2623,a718,b2704,one more light,linkin park,May 19 2017,one more light,linkin park,May 19 2017
2624,2624,a718,b3185,one more light,linkin park,May 19 2017,one more light: live,linkin park,Dec 15 2017
2625,2625,a719,b2693,stubborn persistent illusions,do make say think,May 19 2017,stubborn persistent illusions,do make say think,May 19 2017
2626,2626,a721,b2700,black origami,jlin,May 19 2017,black origami,jlin,May 19 2017
2627,2627,a722,b2690,party,aldous harding,May 19 2017,party,aldous harding,May 19 2017
2628,2628,a724,b2689,shake the shudder,!!! [chik chik chik],May 19 2017,shake the shudder,!!!,May 19 2017
2629,2629,a726,b2691,the king & i,faith evans and the notorious b.i.g.,May 19 2017,in the rude!,the basics,May 19 2017
2630,2630,a726,b2696,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the king & i,faith evans and the notorious b.i.g.,May 19 2017
2631,2631,a726,b2698,the king & i,faith evans and the notorious b.i.g.,May 19 2017,bodyguard,the i.l.y's,May 19 2017
2632,2632,a726,b2701,the king & i,faith evans and the notorious b.i.g.,May 19 2017,you,the kolors,May 19 2017
2633,2633,a726,b2702,the king & i,faith evans and the notorious b.i.g.,May 19 2017,the best of... so far,the kooks,May 19 2017
2634,2634,a726,b2703,the king & i,faith evans and the notorious b.i.g.,May 19 2017,loopyness,lee burridge and lost desert,May 19 2017
2635,2635,a726,b2706,the king & i,faith evans and the notorious b.i.g.,May 19 2017,goths,the mountain goats,May 19 2017
2636,2636,a726,b2707,the king & i,faith evans and the notorious b.i.g.,May 19 2017,amber galactic,the night flight orchestra,May 19 2017
2637,2637,a726,b2713,the king & i,faith evans and the notorious b.i.g.,May 19 2017,in a world of fear,scale the summit,May 19 2017
2638,2638,a726,b2715,the king & i,faith evans and the notorious b.i.g.,May 19 2017,renaissance,the underachievers,May 19 2017
2639,2639,a731,b2691,move upstairs,the como mamas,May 19 2017,in the rude!,the basics,May 19 2017
2640,2640,a731,b2696,move upstairs,the como mamas,May 19 2017,the king & i,faith evans and the notorious b.i.g.,May 19 2017
2641,2641,a731,b2698,move upstairs,the como mamas,May 19 2017,bodyguard,the i.l.y's,May 19 2017
2642,2642,a731,b2701,move upstairs,the como mamas,May 19 2017,you,the kolors,May 19 2017
2643,2643,a731,b2702,move upstairs,the como mamas,May 19 2017,the best of... so far,the kooks,May 19 2017
2644,2644,a731,b2706,move upstairs,the como mamas,May 19 2017,goths,the mountain goats,May 19 2017
2645,2645,a731,b2707,move upstairs,the como mamas,May 19 2017,amber galactic,the night flight orchestra,May 19 2017
2646,2646,a731,b2713,move upstairs,the como mamas,May 19 2017,in a world of fear,scale the summit,May 19 2017
2647,2647,a731,b2715,move upstairs,the como mamas,May 19 2017,renaissance,the underachievers,May 19 2017
2648,2648,a737,b2710,burials in several earths,radiophonic workshop,May 19 2017,burials in several earths,radiophonic workshop,May 19 2017
2649,2649,a74,b3146,ascending a mountain of heavy light,the body,Nov 17 2017,polygondwanaland,king gizzard & the lizard wizard,Nov 17 2017
2650,2650,a741,b2694,reaching into infinity,dragonforce,May 19 2017,reaching into infinity,dragonforce,May 19 2017
2651,2651,a741,b75,reaching into infinity,dragonforce,May 19 2017,maximum overload,dragonforce,Aug 18 2014
2652,2652,a742,b1567,neva left,snoop dogg,May 19 2017,coolaid,snoop dogg,Jul 1 2016
2653,2653,a742,b2714,neva left,snoop dogg,May 19 2017,neva left,snoop dogg,May 19 2017
2654,2654,a742,b600,neva left,snoop dogg,May 19 2017,bush,snoop dogg,May 12 2015
2655,2655,a744,b2675,a kind revolution,paul weller,May 12 2017,a kind revolution,paul weller,May 12 2017
2656,2656,a745,b2663,powerplant,girlpool,May 12 2017,powerplant,girlpool,May 12 2017
2657,2657,a746,b2672,super natural,jim jones & the righteous mind,May 12 2017,thankful,new kids on the block,May 12 2017
2658,2658,a747,b2676,pageant,pwr bttm,May 12 2017,pageant,pwr bttm,May 12 2017
2659,2659,a75,b3141,romaplasm,baths,Nov 17 2017,romaplasm,baths,Nov 17 2017
2660,2660,a750,b583,ii,l.a. takedown,May 12 2017,ii,metz,May 4 2015
2661,2661,a751,b2680,white knight,todd rundgren,May 12 2017,white knight,todd rundgren,May 12 2017
2662,2662,a753,b2665,harry styles,harry styles,May 12 2017,harry styles,harry styles,May 12 2017
2663,2663,a754,b2682,welcome home,zac brown band,May 12 2017,welcome home,zac brown band,May 12 2017
2664,2664,a754,b574,welcome home,zac brown band,May 12 2017,jekyll + hyde,zac brown band,Apr 28 2015
2665,2665,a755,b2674,after laughter,paramore,May 12 2017,after laughter,paramore,May 12 2017
2666,2666,a756,b2660,dreamcar,dreamcar,May 12 2017,dreamcar,dreamcar,May 12 2017
2667,2667,a757,b2668,common sense,j hus,May 12 2017,common sense,j hus,May 12 2017
2668,2668,a758,b601,endless summer,sóley,May 12 2017,ask the deep,sóley,May 12 2015
2669,2669,a759,b2659,the bob's burgers music album [original television soundtrack],original soundtrack,May 12 2017,kickin' child: the lost album 1965,dion,May 12 2017
2670,2670,a760,b2659,kickin child: lost columbia album 1965,dion,May 12 2017,kickin' child: the lost album 1965,dion,May 12 2017
2671,2671,a761,b1752,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,trolls: original motion picture soundtrack,various artists,Sep 23 2016
2672,2672,a761,b1953,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,christmas queens 2,various artists,Nov 11 2016
2673,2673,a761,b2003,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,the hamilton mixtape,various artists,Dec 2 2016
2674,2674,a761,b2108,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,"she rocks, vol. 1",various artists,Jan 20 2017
2675,2675,a761,b2205,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017
2676,2676,a761,b2355,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,beauty and the beast: original motion picture soundtrack,various artists,Mar 10 2017
2677,2677,a761,b2541,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,the fate of the furious: the album,various artists,Apr 14 2017
2678,2678,a761,b2574,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,guardians of the galaxy vol. 2,various artists,Apr 21 2017
2679,2679,a761,b2652,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
2680,2680,a761,b2892,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,punk goes pop vol. 7,various artists,Jul 14 2017
2681,2681,a761,b301,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,"the hunger games: mockingjay, part 1 – original motion picture soundtrack",various artists,Nov 17 2014
2682,2682,a761,b3178,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,quality control: control the streets volume 1,various artists,Dec 8 2017
2683,2683,a761,b320,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,i'll be home for christmas,various artists,Nov 24 2014
2684,2684,a761,b321,"sing it high, sing it low: tumbleweed records 1971-1973",various artists,May 12 2017,shady xv,various artists,Nov 24 2014
2685,2685,a763,b1121,bloom,machine gun kelly,May 12 2017,bloom,rÜfÜs,Jan 22 2016
2686,2686,a763,b1741,bloom,machine gun kelly,May 12 2017,bloom,kim myhr,Sep 23 2016
2687,2687,a763,b2670,bloom,machine gun kelly,May 12 2017,bloom,machine gun kelly,May 12 2017
2688,2688,a764,b2626,pollinator,blondie,May 5 2017,pollinator,blondie,May 5 2017
2689,2689,a765,b2647,the weather,pond,May 5 2017,the weather,pond,May 5 2017
2690,2690,a765,b378,the weather,pond,May 5 2017,man it feels like space again,pond,Jan 23 2015
2691,2691,a766,b2619,in•ter a•li•a,at the drive-in,May 5 2017,in spades,the afghan whigs,May 5 2017
2692,2692,a766,b2624,in•ter a•li•a,at the drive-in,May 5 2017,in•ter a•li•a,at the drive-in,May 5 2017
2693,2693,a768,b2619,in spades,the afghan whigs,May 5 2017,in spades,the afghan whigs,May 5 2017
2694,2694,a768,b2624,in spades,the afghan whigs,May 5 2017,in•ter a•li•a,at the drive-in,May 5 2017
2695,2695,a769,b2650,slowdive,slowdive,May 5 2017,slowdive,slowdive,May 5 2017
2696,2696,a770,b158,no shape,perfume genius,May 5 2017,too bright,perfume genius,Sep 23 2014
2697,2697,a770,b2646,no shape,perfume genius,May 5 2017,no shape,perfume genius,May 5 2017
2698,2698,a771,b2642,this old dog,mac demarco,May 5 2017,this old dog,mac demarco,May 5 2017
2699,2699,a771,b769,this old dog,mac demarco,May 5 2017,another one,mac demarco,Aug 7 2015
2700,2700,a775,b2639,for crying out loud,kasabian,May 5 2017,for crying out loud,kasabian,May 5 2017
2701,2701,a777,b2630,"from a room, vol. 1",chris stapleton,May 5 2017,from a room: volume 1,chris stapleton,May 5 2017
2702,2702,a777,b3165,"from a room, vol. 1",chris stapleton,May 5 2017,from a room: volume 2,chris stapleton,Dec 1 2017
2703,2703,a777,b588,"from a room, vol. 1",chris stapleton,May 5 2017,traveller,chris stapleton,May 5 2015
2704,2704,a78,b1155,everyday is christmas,sia,Nov 17 2017,this is acting,sia,Jan 29 2016
2705,2705,a78,b12,everyday is christmas,sia,Nov 17 2017,1000 forms of fear,sia,Jul 4 2014
2706,2706,a78,b3151,everyday is christmas,sia,Nov 17 2017,everyday is christmas,sia,Nov 17 2017
2707,2707,a780,b2635,compassion,forest swords,May 5 2017,compassion,forest swords,May 5 2017
2708,2708,a782,b2638,halo,juana molina,May 5 2017,halo,juana molina,May 5 2017
2709,2709,a784,b2629,versus,carl craig,May 5 2017,versus,carl craig,May 5 2017
2710,2710,a785,b2633,turn up the quiet,diana krall,May 5 2017,turn up the quiet,diana krall,May 5 2017
2711,2711,a785,b394,turn up the quiet,diana krall,May 5 2017,wallflower,diana krall,Feb 3 2015
2712,2712,a786,b2619,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,in spades,the afghan whigs,May 5 2017
2713,2713,a786,b2624,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,in•ter a•li•a,at the drive-in,May 5 2017
2714,2714,a786,b2652,"lovely creatures: the best of nick cave and the bad seeds, 1984-2014 [box set]",nick cave & the bad seeds,May 5 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
2715,2715,a787,b2652,world spirituality classics 1: the ecstatic music of alice coltrane turiyasangitananda,alice coltrane,May 5 2017,cover stories: brandi carlile celebrates 10 years of the story – an album to benefit war child,various artists,May 5 2017
2716,2716,a792,b1020,everybody,logic,May 5 2017,the incredible true story,logic,Nov 13 2015
2717,2717,a792,b1561,everybody,logic,May 5 2017,bobby tarantino,logic,Jul 1 2016
2718,2718,a792,b241,everybody,logic,May 5 2017,under pressure,logic,Oct 21 2014
2719,2719,a792,b2641,everybody,logic,May 5 2017,everybody,logic,May 5 2017
2720,2720,a793,b2627,all the beauty in this whole life,brother ali,May 5 2017,all the beauty in this whole life,brother ali,May 5 2017
2721,2721,a797,b2625,big walnuts yonder,big walnuts yonder,May 5 2017,big walnuts yonder,big walnuts yonder,May 5 2017
2722,2722,a798,b2160,fresh air,faust,May 5 2017,fresh air,homeshake,Feb 3 2017
2723,2723,a798,b2634,fresh air,faust,May 5 2017,fresh air,faust,May 5 2017
2724,2724,a799,b2629,slow vessels,ian william craig,May 5 2017,versus,carl craig,May 5 2017
2725,2725,a8,b249,vale,black veil brides,Jan 12 2018,black veil brides,black veil brides,Oct 27 2014
2726,2726,a800,b2651,tajmo,taj mahal,May 5 2017,tajmo,taj mahal and keb' mo',May 5 2017
2727,2727,a803,b2606,gargoyle,mark lanegan band,Apr 28 2017,gargoyle,mark lanegan band,Apr 28 2017
2728,2728,a804,b509,carrie & lowell live,sufjan stevens,Apr 28 2017,carrie & lowell,sufjan stevens,Mar 31 2015
2729,2729,a808,b2590,volume 1,bnqt,Apr 28 2017,volume 1,bnqt,Apr 28 2017
2730,2730,a809,b2611,what now,sylvan esso,Apr 28 2017,what now,sylvan esso,Apr 28 2017
