,_id,ltable_ID,rtable_ID,ltable_Album,ltable_Artist,ltable_Release Date,rtable_Album,rtable_Artist,rtable_Release Date,label
473,473,a890,b2522,love in the 4th dimension,the big moon,Apr 7 2017,the world we built,the wild reeds,Apr 7 2017,0
474,474,a891,b239,l.a. divine,cold war kids,Apr 7 2017,hold my home,cold war kids,Oct 21 2014,0
475,475,a895,b2512,memories: do not open,the chainsmokers,Apr 7 2017,more scared of you than you are of me,the smith street band,Apr 7 2017,0
476,476,a897,b2501,more scared of you than you are of me,the smith street band,Apr 7 2017,"lovely, little, lonely",the maine,Apr 7 2017,0
477,477,a897,b2502,more scared of you than you are of me,the smith street band,Apr 7 2017,rake it in: the greatestest hits,me first and the gimme gimmes,Apr 7 2017,0
478,478,a897,b2505,more scared of you than you are of me,the smith street band,Apr 7 2017,let me fly,mike + the mechanics,Apr 7 2017,0
479,479,a898,b2498,every where is some where,k.flay,Apr 7 2017,every where is some where,k.flay,Apr 7 2017,1
480,480,a9,b1263,underworld,tonight alive,Jan 12 2018,limitless,tonight alive,Mar 4 2016,0
481,481,a9,b746,underworld,tonight alive,Jan 12 2018,underworld,symphony x,Jul 24 2015,0
482,482,a905,b1953,resistance radio: the man in the high castle album,various artists,Apr 7 2017,christmas queens 2,various artists,Nov 11 2016,0
483,483,a905,b2108,resistance radio: the man in the high castle album,various artists,Apr 7 2017,"she rocks, vol. 1",various artists,Jan 20 2017,0
484,484,a905,b2205,resistance radio: the man in the high castle album,various artists,Apr 7 2017,fifty shades darker: original motion picture soundtrack,various artists,Feb 10 2017,0
485,485,a905,b2892,resistance radio: the man in the high castle album,various artists,Apr 7 2017,punk goes pop vol. 7,various artists,Jul 14 2017,0
486,486,a909,b2438,you only live 2wice,freddie gibbs,Mar 31 2017,you only live 2wice,freddie gibbs,Mar 31 2017,1
487,487,a918,b1444,triplicate,bob dylan,Mar 31 2017,fallen angels,bob dylan,May 20 2016,0
488,488,a923,b2433,let the dancers inherit the party,british sea power,Mar 31 2017,let the dancers inherit the party,british sea power,Mar 31 2017,1
489,489,a925,b2457,the ride,nelly furtado,Mar 31 2017,the ride,nelly furtado,Mar 31 2017,1
490,490,a937,b2403,interplanetary class classics,the moonlandingz,Mar 24 2017,damage and joy,the jesus and mary chain,Mar 24 2017,0
491,491,a942,b2404,kelly lee owens,kelly lee owens,Mar 24 2017,we got love,the kelly family,Mar 24 2017,0
492,492,a952,b2420,from deewee,soulwax,Mar 24 2017,from deewee,soulwax,Mar 24 2017,1
493,493,a955,b2402,the afterlove,james blunt,Mar 24 2017,the afterlove,james blunt,Mar 24 2017,1
494,494,a970,b2384,more life [mixtape],drake,Mar 18 2017,more life,drake,Mar 18 2017,0
495,495,a981,b1055,rather you than me,rick ross,Mar 17 2017,black market,rick ross,Dec 4 2015,0
496,496,a981,b2377,rather you than me,rick ross,Mar 17 2017,rather you than me,rick ross,Mar 17 2017,1
497,497,a990,b2336,heartworms,the shins,Mar 10 2017,the navigator,hurray for the riff raff,Mar 10 2017,0
498,498,a990,b2343,heartworms,the shins,Mar 10 2017,50 song memoir,the magnetic fields,Mar 10 2017,0
499,499,a990,b2345,heartworms,the shins,Mar 10 2017,if not now then when,the motels,Mar 10 2017,0
